630,,account,date,description,amount,category,`
,1642,CIBC_CC,2020-11-02,"T&T SUPERMARKET #007 CALGARY, AB",13.65,,TRUE
,1643,CIBC_CC,2020-11-02,"GREAT TASTE CHINESE RESTA CALGARY, AB",18.9,,TRUE
,1644,CIBC_CC,2020-11-02,PAYMENT THANK YOU/PAIEMEN T MERCI,-325.23,,TRUE
,1645,CIBC_CC,2020-11-02,GLOBAL-E.ANA LUISA LONDON,132.3,,TRUE
,1646,CIBC_CC,2020-11-02,"WAL-MART SUPERCENTER#3009 CALGARY, AB",45.56,,TRUE
,2758,CIBC_CHECKING,2020-11-02,Internet Banking INTERNET TRANSFER 000000252690,-100,,TRUE
,2759,CIBC_CHECKING,2020-11-02,Internet Banking INTERNET TRANSFER 000000279744,-150,,TRUE
,2760,CIBC_CHECKING,2020-11-02,Internet Banking E-TRANSFER 103055580217 Alison Hnatiuk,13.65,,TRUE
,2761,CIBC_CHECKING,2020-10-30,Branch Transaction SERVICE CHARGE DISCOUNT,-14.95,,TRUE
,2762,CIBC_CHECKING,2020-10-30,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$14.95 RECORD-KEEPING N/A,14.95,,TRUE
,2763,CIBC_CHECKING,2020-10-30,Internet Banking INTERNET TRANSFER 000000252192,325.23,,TRUE
,1647,CIBC_CC,2020-10-29,"AMZN Mktp CA*284VK8OC1 WWW.AMAZON.CA, ON",35.47,,TRUE
,1648,CIBC_CC,2020-10-28,"NETFLIX.COM 866-716-0414, ON",9.99,,TRUE
,1649,CIBC_CC,2020-10-28,"UBER *EATS HELP.UBER.COM Amsterdam, BC",21.85,,TRUE
,1650,CIBC_CC,2020-10-26,"UBER * PENDING Amsterdam, BC",19.99,,TRUE
,1651,CIBC_CC,2020-10-26,"DAMASCUS FINE MEDITERR CALGARY, AB",22.94,,TRUE
,1652,CIBC_CC,2020-10-26,"H-MART CALGARY CALGARY, AB",16.47,,TRUE
,1653,CIBC_CC,2020-10-26,"QUILTS ETC #760 CALGARY, AB",32.53,,TRUE
,1654,CIBC_CC,2020-10-26,"LUSH CHINOOK CALGARY, AB",13.6,,TRUE
,1655,CIBC_CC,2020-10-26,"ROOTS CHINOOK CENTRE CALGARY, AB",62.16,,TRUE
,1656,CIBC_CC,2020-10-26,"DONT YELL AT ME CALGARY, AB",13.65,,TRUE
,1657,CIBC_CC,2020-10-26,"SHAWARMA HOUSE CALGARY, AB",24.73,,TRUE
,1658,CIBC_CC,2020-10-26,PAYMENT THANK YOU/PAIEMEN T MERCI,-273.8,,TRUE
,1659,CIBC_CC,2020-10-26,"DONT YELL AT ME CALGARY, AB",5.02,,TRUE
,1660,CIBC_CC,2020-10-26,"FAIR'S FAIR CALGARY, AB",13.65,,TRUE
,1661,CIBC_CC,2020-10-26,"COLD BEER LIQUOR STORE CALGARY, AB",23.95,,TRUE
,1662,CIBC_CC,2020-10-23,"SS CALGARY 6TH AVENUE CALGARY, AB",26.76,,TRUE
,1663,CIBC_CC,2020-10-23,"PHAT-TEE FOODS CALGARY, AB",17.94,,TRUE
,2764,CIBC_CHECKING,2020-10-23,Internet Banking INTERNET TRANSFER 000000276347,273.8,,TRUE
,1664,CIBC_CC,2020-10-22,"COCO TEA CALGARY, AB",6.29,,TRUE
,1665,CIBC_CC,2020-10-20,"UberBV Amsterdam, ON",3,,TRUE
,1666,CIBC_CC,2020-10-20,"SQ *TEA FUNNY INC. Calgary, AB",23.23,,TRUE
,1667,CIBC_CC,2020-10-20,"UberBV Amsterdam, ON",18.78,,TRUE
,1668,CIBC_CC,2020-10-20,"SS CALGARY 6TH AVENUE CALGARY, AB",16,,TRUE
,2765,CIBC_CHECKING,2020-10-20,Internet Banking E-TRANSFER 010221502171 NANG SAY,-260,,TRUE
,1669,CIBC_CC,2020-10-19,"SALLY BEAUTY #5521 CALGARY, AB",58.03,,TRUE
,1670,CIBC_CC,2020-10-19,"DONT YELL AT ME CALGARY, AB",1,,TRUE
,1671,CIBC_CC,2020-10-19,"SS CALGARY 6TH AVENUE CALGARY, AB",12.58,,TRUE
,1672,CIBC_CC,2020-10-19,"LUCKY SUPERMARKET CALGARY, AB",19.67,,TRUE
,1673,CIBC_CC,2020-10-19,"THE HOME DEPOT #7061 CALGARY, AB",28.31,,TRUE
,2766,CIBC_CHECKING,2020-10-19,Internet Banking E-TRANSFER 103008557561 Nang Say,300,,TRUE
,2767,CIBC_CHECKING,2020-10-19,Internet Banking E-TRANSFER 103008209855 Anthony Choi,30,,TRUE
,2768,CIBC_CHECKING,2020-10-19,Internet Banking INTERNET DEPOSIT 000000283541,-454.29,,TRUE
,1674,CIBC_CC,2020-10-16,"GREAT TASTE CHINESE RESTA CALGARY, AB",85.73,,TRUE
,2769,CIBC_CHECKING,2020-10-16,Internet Banking E-TRANSFER 102996512194 NANG SAY,-200,,TRUE
,1675,CIBC_CC,2020-10-15,"REAL CDN SUPERSTORE #1 CALGARY, AB",1.18,,TRUE
,2770,CIBC_CHECKING,2020-10-14,Point of Sale - Interac RETAIL PURCHASE 000077301487 ROYAL TEA,15.41,,TRUE
,2771,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001001553 WALMART STORE #,55.26,,TRUE
,2772,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001001070 DONT YELL AT ME,5.44,,TRUE
,2773,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001001059 DONT YELL AT ME,5.44,,TRUE
,2774,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 028515712193 DAMASCUS FINE M,11.78,,TRUE
,2775,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001001886 DOLLARAMA #1259,5.51,,TRUE
,2776,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001001962 DONT YELL AT ME,11.55,,TRUE
,2777,CIBC_CHECKING,2020-10-13,Internet Banking E-TRANSFER 102983115849 Coles,-13,,TRUE
,2778,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000691671010 GONG CHA CHINOO,6.29,,TRUE
,2779,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000689571010 GONG CHA CHINOO,11.53,,TRUE
,2780,CIBC_CHECKING,2020-10-13,Point of Sale - Interac RETAIL PURCHASE 000001042159 CARL'S JR,13.95,,TRUE
,2781,CIBC_CHECKING,2020-10-07,Point of Sale - Interac RETAIL PURCHASE 000001001546 PETERS' DRIVE I,29.56,,TRUE
,2782,CIBC_CHECKING,2020-10-07,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SP * LEMONJELLY 028103169349,197.4,,TRUE
,2783,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000001001018 CALG CO-OP WINE,17.19,,TRUE
,2784,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000001917007 BLUSH LANE BRID,5.99,,TRUE
,2785,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000051300089 ATTICUS TATTOO,63.6,,TRUE
,2786,CIBC_CHECKING,2020-10-05,Internet Banking INTERNET DEPOSIT 000000282837,-454.29,,TRUE
,2787,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000001001333 DONT YELL AT ME,5.73,,TRUE
,2788,CIBC_CHECKING,2020-10-05,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*GLOBEF 027902031841,39.04,,TRUE
,2789,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000001001279 DONT YELL AT ME,3.15,,TRUE
,2790,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000001872020 22003 MACS CONV,3.66,,TRUE
,2791,CIBC_CHECKING,2020-10-05,Point of Sale - Interac RETAIL PURCHASE 000728021003 TRIBAL EXPRESSI,236.93,,TRUE
,2792,CIBC_CHECKING,2020-10-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE LA MAISON SIMON 027620158005,237.3,,TRUE
,2793,CIBC_CHECKING,2020-10-02,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SEPHORA.CA 027661660257,84,,TRUE
,2794,CIBC_CHECKING,2020-10-02,Point of Sale - Interac RETAIL PURCHASE 028001001245 H-MART CALGARY,7.86,,TRUE
,2795,CIBC_CHECKING,2020-10-02,Point of Sale - Interac RETAIL PURCHASE 028001001234 H-MART CALGARY,29.91,,TRUE
,2796,CIBC_CHECKING,2020-10-01,Internet Banking E-TRANSFER 102947647467 Atticus Tattoo,130,,TRUE
,2797,CIBC_CHECKING,2020-10-01,Internet Banking INTERNET TRANSFER 000000246601,-1000,,TRUE
,2798,CIBC_CHECKING,2020-09-30,Branch Transaction SERVICE CHARGE DISCOUNT,-14.95,,TRUE
,2799,CIBC_CHECKING,2020-09-30,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$14.95 RECORD-KEEPING N/A,14.95,,TRUE
,2800,CIBC_CHECKING,2020-09-30,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE NETFLIX.COM 027161577143 9.99 CAD @ 1.000000,9.99,,TRUE
,2801,CIBC_CHECKING,2020-09-30,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL NETFLIX.COM 027161577143 10.99 CAD @ 1.000000,-10.99,,TRUE
,2802,CIBC_CHECKING,2020-09-30,Point of Sale - Interac RETAIL PURCHASE 000001131005 RIVERFRONT WINE,35.99,,TRUE
,2803,CIBC_CHECKING,2020-09-29,Point of Sale - Interac RETAIL PURCHASE 000001603053 BLUSH LANE BRID,18.37,,TRUE
,2804,CIBC_CHECKING,2020-09-29,Point of Sale - Interac RETAIL PURCHASE 168001001078 SS CALGARY 6TH,13.65,,TRUE
,2805,CIBC_CHECKING,2020-09-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SP * TE KOOP 027218972319,94.5,,TRUE
,2806,CIBC_CHECKING,2020-09-28,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE NETFLIX.COM 027161577143,10.99,,TRUE
,2807,CIBC_CHECKING,2020-09-28,Point of Sale - Interac RETAIL PURCHASE 000001001323 DONT YELL AT ME,3.15,,TRUE
,2808,CIBC_CHECKING,2020-09-28,Point of Sale - Interac RETAIL PURCHASE 000001166044 SAFEWAY #8812,31.58,,TRUE
,2809,CIBC_CHECKING,2020-09-28,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ETSY.COM BALTIC 027007358149 16.80 CAD @ 1.000000,16.8,,TRUE
,2810,CIBC_CHECKING,2020-09-25,Point of Sale - Interac RETAIL PURCHASE 706163954501 THE HOME DEPOT,26.21,,TRUE
,2811,CIBC_CHECKING,2020-09-25,Internet Banking E-TRANSFER 102924248734 Anthony Yang,7,,TRUE
,2812,CIBC_CHECKING,2020-09-23,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 026732443257,55.94,,TRUE
,2813,CIBC_CHECKING,2020-09-21,Internet Banking INTERNET TRANSFER 000000218296,351.14,,TRUE
,2814,CIBC_CHECKING,2020-09-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SEPHORA.CA 026432487229,157.5,,TRUE
,2815,CIBC_CHECKING,2020-09-21,Internet Banking E-TRANSFER 102909875161 NANG SAY,-150,,TRUE
,2816,CIBC_CHECKING,2020-09-21,Point of Sale - Interac RETAIL PURCHASE 000001001639 DONT YELL AT ME,3.15,,TRUE
,2817,CIBC_CHECKING,2020-09-21,Point of Sale - Interac RETAIL PURCHASE 000001001618 DONT YELL AT ME,12.6,,TRUE
,2818,CIBC_CHECKING,2020-09-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*PRIMO 026400258689,29.48,,TRUE
,2819,CIBC_CHECKING,2020-09-21,Point of Sale - Interac RETAIL PURCHASE 000001001494 DONT YELL AT ME,5.02,,TRUE
,2820,CIBC_CHECKING,2020-09-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*SUSHI 026300672325,39.52,,TRUE
,2821,CIBC_CHECKING,2020-09-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE MEJURI.COM 026218273002,372.75,,TRUE
,2822,CIBC_CHECKING,2020-09-17,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ETSY.COM MAYSCR 026121964849 20.00 CAD @ 1.000000,20,,TRUE
,2823,CIBC_CHECKING,2020-09-16,Internet Banking E-TRANSFER 102895078574 Anthony Yang,12.5,,TRUE
,2824,CIBC_CHECKING,2020-09-16,Point of Sale - Interac RETAIL PURCHASE 137487576177 SQ *TEA FUNNY I,7.25,,TRUE
,2825,CIBC_CHECKING,2020-09-16,Point of Sale - Interac RETAIL PURCHASE 157001001087 SS CALGARY 6TH,52.13,,TRUE
,2826,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 000001001797 K TOWN FRIED CH,9.46,,TRUE
,2827,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 000001001788 K TOWN FRIED CH,27.72,,TRUE
,2828,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 000032300448 THE MOON TEA HO,8.06,,TRUE
,2829,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 010001001150 H-MART CALGARY,22.16,,TRUE
,2830,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 000001001946 DONT YELL AT ME,3.15,,TRUE
,2831,CIBC_CHECKING,2020-09-14,Point of Sale - Interac RETAIL PURCHASE 000001001891 DONT YELL AT ME,41.99,,TRUE
,2832,CIBC_CHECKING,2020-09-11,Point of Sale - Interac RETAIL PURCHASE 000001212015 SIMONS (CALGARY,93.35,,TRUE
,2833,CIBC_CHECKING,2020-09-10,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,434.63,,TRUE
,2834,CIBC_CHECKING,2020-09-10,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,3038.71,,TRUE
,2835,CIBC_CHECKING,2020-09-10,Point of Sale - Interac RETAIL PURCHASE 000001001573 DONT YELL AT ME,5.26,,TRUE
,2836,CIBC_CHECKING,2020-09-10,Internet Banking E-TRANSFER 102877079251 Emery Ma,25.5,,TRUE
,2837,CIBC_CHECKING,2020-09-10,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ETSY.COM SIMPLY 025419709794 21.00 CAD @ 1.000000,21,,TRUE
,2838,CIBC_CHECKING,2020-09-10,Internet Banking E-TRANSFER 102874590573 Irene Yoon,163,,TRUE
,2839,CIBC_CHECKING,2020-09-09,Point of Sale - Interac RETAIL PURCHASE 000001570075 SHOPPER'S DRUG,10.49,,TRUE
,2840,CIBC_CHECKING,2020-09-09,Point of Sale - Interac RETAIL PURCHASE 000001636083 INDIGOSPIRIT 07,33.33,,TRUE
,2841,CIBC_CHECKING,2020-09-09,Point of Sale - Interac RETAIL PURCHASE 000001208042 SIMONS (CALGARY,31.45,,TRUE
,2842,CIBC_CHECKING,2020-09-09,Point of Sale - Interac RETAIL PURCHASE 025314955049 WINNERS 267,28.33,,TRUE
,2843,CIBC_CHECKING,2020-09-09,Point of Sale - Interac RETAIL PURCHASE 149001001089 SS CALGARY 6TH,19.46,,TRUE
,2844,CIBC_CHECKING,2020-09-08,Internet Banking INTERNET TRANSFER 000000215096,-5000,,TRUE
,2845,CIBC_CHECKING,2020-09-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/CA 025264546588,41.95,,TRUE
,2846,CIBC_CHECKING,2020-09-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 025244289329,12.59,,TRUE
,2847,CIBC_CHECKING,2020-09-08,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SEPHORA.CA 025232704067,271.95,,TRUE
,2848,CIBC_CHECKING,2020-09-08,Internet Banking INTERNET TRANSFER 000000220607,-300,,TRUE
,2849,CIBC_CHECKING,2020-09-08,Internet Banking INTERNET TRANSFER 000000245950,-100,,TRUE
,2850,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 004001001234 H-MART CALGARY,50.76,,TRUE
,2851,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 000619780907 GONG CHA CHINOO,12.89,,TRUE
,2852,CIBC_CHECKING,2020-09-08,Internet Banking INTERNET TRANSFER 000000226016,-223.09,,TRUE
,2853,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 000607420907 GONG CHA CHINOO,10.48,,TRUE
,2854,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 706305393501 THE HOME DEPOT,35.95,,TRUE
,2855,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 000001001196 DONT YELL AT ME,3.15,,TRUE
,2856,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 000622770906 GONG CHA DOWNTO,12.05,,TRUE
,2857,CIBC_CHECKING,2020-09-08,Point of Sale - Interac RETAIL PURCHASE 000001001682 TOSCANA ITALIAN,23.54,,TRUE
,2858,CIBC_CHECKING,2020-09-03,Point of Sale - Interac RETAIL PURCHASE 175001001161 T T SUPERMARKET,28.3,,TRUE
,2859,CIBC_CHECKING,2020-09-02,Internet Banking INTERNET TRANSFER 000000236275,-108.23,,TRUE
,2860,CIBC_CHECKING,2020-09-02,Point of Sale - Interac RETAIL PURCHASE 000001001504 DONT YELL AT ME,11.11,,TRUE
,2861,CIBC_CHECKING,2020-09-01,Point of Sale - Interac RETAIL PURCHASE 137486378442 SQ *TEA FUNNY I,14.16,,TRUE
,2862,CIBC_CHECKING,2020-08-31,Branch Transaction SERVICE CHARGE DISCOUNT,-14.95,,TRUE
,2863,CIBC_CHECKING,2020-08-31,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$14.95 RECORD-KEEPING N/A,14.95,,TRUE
,2864,CIBC_CHECKING,2020-08-31,Point of Sale - Interac RETAIL PURCHASE 000030032327 WOW CHICKEN,11.88,,TRUE
,2865,CIBC_CHECKING,2020-08-31,Point of Sale - Interac RETAIL PURCHASE 000001001217 DONT YELL AT ME,12.6,,TRUE
,2866,CIBC_CHECKING,2020-08-28,Internet Banking INTERNET TRANSFER 000000215354,-70,,TRUE
,2867,CIBC_CHECKING,2020-08-28,Point of Sale - Interac RETAIL PURCHASE 000001023091 CARL'S JR,21.81,,TRUE
,2868,CIBC_CHECKING,2020-08-28,Internet Banking INTERNET TRANSFER 000000211135,-30,,TRUE
,2869,CIBC_CHECKING,2020-08-28,Point of Sale - Interac RETAIL PURCHASE 337001001221 JOLLIBEE- NORTH,20.96,,TRUE
,2870,CIBC_CHECKING,2020-08-28,Point of Sale - Interac RETAIL PURCHASE 169001001178 T T SUPERMARKET,27.43,,TRUE
,2871,CIBC_CHECKING,2020-08-27,Point of Sale - Interac RETAIL PURCHASE 134001001015 SS CALGARY 6TH,47.51,,TRUE
,2872,CIBC_CHECKING,2020-08-27,Internet Banking INTERNET TRANSFER 000000236439,-50,,TRUE
,2873,CIBC_CHECKING,2020-08-27,Internet Banking E-TRANSFER 102823230462 Alison Hnatiuk,5,,TRUE
,2874,CIBC_CHECKING,2020-08-26,Point of Sale - Interac RETAIL PURCHASE 000001387679 MCDONALD'S #919,4.08,,TRUE
,2875,CIBC_CHECKING,2020-08-26,Point of Sale - Interac RETAIL PURCHASE 137485910839 SQ *TAKE THE CA,7.56,,TRUE
,2876,CIBC_CHECKING,2020-08-26,Point of Sale - Interac RETAIL PURCHASE 000001001218 IKEA CALGARY,15.73,,TRUE
,2877,CIBC_CHECKING,2020-08-26,Internet Banking E-TRANSFER 102822540122 Irene Yoon,9.6,,TRUE
,2878,CIBC_CHECKING,2020-08-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SEPHORA.CA 023963409402,40.95,,TRUE
,2879,CIBC_CHECKING,2020-08-26,Internet Banking INTERNET TRANSFER 000000226248,-100,,TRUE
,2880,CIBC_CHECKING,2020-08-26,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL NETFLIX.COM 023834260615 10.99 CAD @ 1.000000,-10.99,,TRUE
,2881,CIBC_CHECKING,2020-08-26,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE NETFLIX.COM 023834260615 9.99 CAD @ 1.000000,9.99,,TRUE
,2882,CIBC_CHECKING,2020-08-26,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TUK TU 023822742727,22.7,,TRUE
,2883,CIBC_CHECKING,2020-08-25,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE NETFLIX.COM 023834260615,10.99,,TRUE
,2884,CIBC_CHECKING,2020-08-24,Point of Sale - Interac RETAIL PURCHASE 000001001269 DONT YELL AT ME,5.02,,TRUE
,2885,CIBC_CHECKING,2020-08-24,Point of Sale - Interac RETAIL PURCHASE 023713555283 WINNERS 267,59.47,,TRUE
,2886,CIBC_CHECKING,2020-08-24,Internet Banking INTERNET TRANSFER 000000245332,-105,,TRUE
,2887,CIBC_CHECKING,2020-08-24,Point of Sale - Interac RETAIL PURCHASE 000001001239 DONT YELL AT ME,3.15,,TRUE
,2888,CIBC_CHECKING,2020-08-24,Point of Sale - Interac RETAIL PURCHASE 131001001028 SS CALGARY 6TH,57.27,,TRUE
,2889,CIBC_CHECKING,2020-08-24,Internet Banking INTERNET TRANSFER 000000239860,-38.06,,TRUE
,2890,CIBC_CHECKING,2020-08-24,Internet Banking E-TRANSFER 102812308994 Emery Ma,74.55,,TRUE
,2891,CIBC_CHECKING,2020-08-24,Internet Banking INTERNET TRANSFER 000000240739,-74.55,,TRUE
,2892,CIBC_CHECKING,2020-08-21,Internet Banking INTERNET TRANSFER 000000262011,-28.35,,TRUE
,2893,CIBC_CHECKING,2020-08-21,Internet Banking E-TRANSFER 102805570684 Emery Ma,60.38,,TRUE
,2894,CIBC_CHECKING,2020-08-21,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE REDBUBBLE.COM 023404666851,31.13,,TRUE
,2895,CIBC_CHECKING,2020-08-20,Point of Sale - Interac RETAIL PURCHASE 000001100155 ROSSO COFFEE RO,5.82,,TRUE
,2896,CIBC_CHECKING,2020-08-20,Point of Sale - Interac RETAIL PURCHASE 122001001010 MONKI BREAKFAST,32.75,,TRUE
,2897,CIBC_CHECKING,2020-08-20,Point of Sale - Interac RETAIL PURCHASE 122001001009 MONKI BREAKFAST,23.54,,TRUE
,2898,CIBC_CHECKING,2020-08-20,Internet Banking INTERNET TRANSFER 000000272152,-72.96,,TRUE
,2899,CIBC_CHECKING,2020-08-19,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ETSY.COM HIRAYA 023220881219 15.00 CAD @ 1.000000,15,,TRUE
,2900,CIBC_CHECKING,2020-08-18,Point of Sale - Interac RETAIL PURCHASE 000001001351 DONT YELL AT ME,4.18,,TRUE
,2901,CIBC_CHECKING,2020-08-18,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*PO-KE 023121943160,26.89,,TRUE
,2902,CIBC_CHECKING,2020-08-17,Point of Sale - Interac RETAIL PURCHASE 171001001010 T&T SUPERMARKET,1.79,,TRUE
,2903,CIBC_CHECKING,2020-08-17,Point of Sale - Interac RETAIL PURCHASE 000001323086 MCDONALD'S #903,15.19,,TRUE
,2904,CIBC_CHECKING,2020-08-17,Point of Sale - Interac RETAIL PURCHASE 000001001305 FLOWER & WOLF /,36.54,,TRUE
,2905,CIBC_CHECKING,2020-08-17,Internet Banking INTERNET TRANSFER 000000262966,-150,,TRUE
,2906,CIBC_CHECKING,2020-08-17,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*PO-KE 022822647611,22.75,,TRUE
,2907,CIBC_CHECKING,2020-08-14,Point of Sale - Interac RETAIL PURCHASE 105001001015 SS CALGARY 6TH,19.88,,TRUE
,2908,CIBC_CHECKING,2020-08-13,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Foot Locker Can 022618299773,165.38,,TRUE
,2909,CIBC_CHECKING,2020-08-13,Internet Banking INTERNET TRANSFER 000000253889,-170,,TRUE
,2910,CIBC_CHECKING,2020-08-13,Point of Sale - Interac RETAIL PURCHASE 000001327065 MCDONALD S #904,3.98,,TRUE
,2911,CIBC_CHECKING,2020-08-12,Point of Sale - Interac RETAIL PURCHASE 000058300476 DAMASCUS FINE M,6.5,,TRUE
,2912,CIBC_CHECKING,2020-08-12,Point of Sale - Interac RETAIL PURCHASE 000001001559 DONT YELL AT ME,20.15,,TRUE
,2913,CIBC_CHECKING,2020-08-12,Point of Sale - Interac RETAIL PURCHASE 000001001888 ROCKY MOUNTAIN,25.2,,TRUE
,2914,CIBC_CHECKING,2020-08-12,Internet Banking INTERNET TRANSFER 000000263272,-100,,TRUE
,2915,CIBC_CHECKING,2020-08-12,Point of Sale - Interac RETAIL PURCHASE 124001001022 SS CALGARY 6TH,37.31,,TRUE
,2916,CIBC_CHECKING,2020-08-11,Point of Sale - Interac RETAIL PURCHASE 000001337014 YIFANG TAIWAN F,15.88,,TRUE
,2917,CIBC_CHECKING,2020-08-11,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE adidas Canada L 022419320391,115.5,,TRUE
,2918,CIBC_CHECKING,2020-08-11,Internet Banking INTERNET TRANSFER 000000267280,-115.5,,TRUE
,2919,CIBC_CHECKING,2020-08-10,Point of Sale - Interac RETAIL PURCHASE 079001001050 T T SUPERMARKET,33.3,,TRUE
,2920,CIBC_CHECKING,2020-08-07,Point of Sale - Interac RETAIL PURCHASE 328001001023 REAL CDN SUPERS,9.39,,TRUE
,2921,CIBC_CHECKING,2020-08-04,Internet Banking E-TRANSFER 102748980129 Emery Ma,19.44,,TRUE
,2922,CIBC_CHECKING,2020-08-04,Point of Sale - Interac RETAIL PURCHASE 000052300140 LOS MARIACHIS M,11.2,,TRUE
,2923,CIBC_CHECKING,2020-08-04,Point of Sale - Interac RETAIL PURCHASE 021518349805 A-MART,6.28,,TRUE
,2924,CIBC_CHECKING,2020-08-04,Point of Sale - Interac RETAIL PURCHASE 000004301921 CHATIME,6.7,,TRUE
,2925,CIBC_CHECKING,2020-08-04,Internet Banking E-TRANSFER 102747114121 Nang Say,70,,TRUE
,2926,CIBC_CHECKING,2020-08-04,Internet Banking INTERNET TRANSFER 000000262701,-250,,TRUE
,2927,CIBC_CHECKING,2020-08-04,Point of Sale - Interac RETAIL PURCHASE 021511461922 WINNERS 267,19.93,,TRUE
,2928,CIBC_CHECKING,2020-08-04,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE URBAN OUTFITTER 021506911249 103.87 CAD @ 1.000000,103.87,,TRUE
,2929,CIBC_CHECKING,2020-08-04,Internet Banking INTERNET TRANSFER 000000259752,-103.87,,TRUE
,2930,CIBC_CHECKING,2020-08-04,Internet Banking E-TRANSFER 102739541109 Alison Hnatiuk,5,,TRUE
,2931,CIBC_CHECKING,2020-07-31,Branch Transaction OVERDRAFT FEE,5,,TRUE
,2932,CIBC_CHECKING,2020-07-31,Branch Transaction SERVICE CHARGE DISCOUNT,-14.95,,TRUE
,2933,CIBC_CHECKING,2020-07-31,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$14.95 RECORD-KEEPING N/A,14.95,,TRUE
